time,nor,nor_mle,lte,lte_mle,ste,ste_mle
2025-10-15 16:00:00+00:00,775.3346419577962,16,1145.853893009833,16,1252.2684642838346,16
2025-10-15 17:00:00+00:00,757.0064070146385,70,1122.106417758283,70,1226.9638065803751,70
2025-10-15 18:00:00+00:00,759.7853587835824,22,1122.981241891097,22,1227.4450215648208,22
2025-10-15 19:00:00+00:00,799.940736848952,18,1169.986011040852,10,1276.4063088813205,10
2025-10-15 20:00:00+00:00,770.3918356849468,3,1129.735380021628,3,1233.4777076958412,3
2025-10-15 21:00:00+00:00,770.4348651834208,12,1127.3621974293956,12,1230.5429874362833,12
2025-10-15 22:00:00+00:00,746.5812267496777,70,1099.604484633939,70,1201.4998113353158,70
2025-10-15 23:00:00+00:00,713.2315483486203,3,1057.0947221068059,3,1156.3359005137258,3
2025-10-16 00:00:00+00:00,694.732559908992,3,1034.9748651644122,3,1133.080979335018,3
2025-10-16 01:00:00+00:00,732.4403010310057,3,1080.1795955109474,3,1180.6253441127253,3
2025-10-16 02:00:00+00:00,684.0578480140731,12,1021.1594491790314,12,1118.3697860464047,12
2025-10-16 03:00:00+00:00,554.8520690766435,14,871.150920883009,14,961.3933901710208,14
2025-10-16 04:00:00+00:00,524.2851913184545,8,836.9047195089572,8,925.7441076145344,8
2025-10-16 05:00:00+00:00,483.885830360397,8,804.1445912288567,8,896.1524271102201,8
2025-10-16 06:00:00+00:00,529.5843783307736,16,858.9915637357258,16,951.5619981829869,16
2025-10-16 07:00:00+00:00,512.9600834109231,33,845.6868453812956,33,938.5949174834502,33
2025-10-16 08:00:00+00:00,432.280234609729,42,760.7479271568326,42,852.724141391362,42
2025-10-16 09:00:00+00:00,376.46777638380036,75,714.8170304511324,75,806.9429607269797,75
2025-10-16 10:00:00+00:00,365.3337595612061,70,706.7589820293308,70,799.0996240310591,70
2025-10-16 11:00:00+00:00,428.0155703259454,22,769.28542389396,22,861.7666924927188,22
2025-10-16 12:00:00+00:00,567.2896402239162,22,927.1793005981851,22,1027.1438081653553,22
2025-10-16 13:00:00+00:00,633.9028935527426,95,1003.873067792466,95,1107.5062043436292,95
2025-10-16 14:00:00+00:00,714.5088703770305,3,1105.4004649905219,3,1215.3405835144838,3
2025-10-16 15:00:00+00:00,742.9317008800064,3,1133.3462318424251,3,1243.7350512308126,3
2025-10-16 16:00:00+00:00,804.3593782534366,20,1181.627355547884,20,1290.0850404757518,20
2025-10-16 17:00:00+00:00,783.8333103504849,70,1153.710581067714,70,1260.1163103079634,70
2025-10-16 18:00:00+00:00,829.4125494287786,22,1207.3108395988452,22,1316.3168257707005,22
2025-10-16 19:00:00+00:00,814.180015471631,22,1188.4873617428386,22,1296.4127891974347,22
2025-10-16 20:00:00+00:00,822.8542770168062,3,1196.590387262155,3,1304.5184717866828,3
2025-10-16 21:00:00+00:00,723.4375412481742,14,1074.0004896243763,14,1174.9509052781182,14
2025-10-16 22:00:00+00:00,758.7087432640558,40,1114.311647461181,40,1216.9990304118887,40
2025-10-16 23:00:00+00:00,725.2775741741309,26,1072.711624839345,26,1172.9713651683228,26
2025-10-17 00:00:00+00:00,678.9562414976242,8,1014.0122160397377,8,1110.6702683898684,8
2025-10-17 01:00:00+00:00,669.203906069796,7,1001.3973097535385,7,1097.2398529353407,7
2025-10-17 02:00:00+00:00,588.1773282469115,12,908.0891977996238,12,999.7538232958016,12
2025-10-17 03:00:00+00:00,498.49927488183096,12,807.553840395021,12,895.0964343086476,12
2025-10-17 04:00:00+00:00,500.8246935314405,8,818.6806554357003,8,910.140048780544,8
2025-10-17 05:00:00+00:00,629.6934843420149,2,959.2480321465428,2,1053.8152815032186,2
2025-10-17 06:00:00+00:00,717.9255915988874,8,1067.3571490426677,8,1167.9561473650328,8
2025-10-17 07:00:00+00:00,655.242104652656,8,994.7703781948677,8,1092.0380437896451,8
2025-10-17 08:00:00+00:00,618.582321698557,7,967.6688170683353,7,1066.382714404559,7
2025-10-17 09:00:00+00:00,660.3448520989132,14,1031.8027795248468,14,1136.3148156029397,14
2025-10-17 10:00:00+00:00,700.8695071901045,7,1089.9794987085995,7,1199.2455275590369,7
2025-10-17 11:00:00+00:00,733.5884617853586,7,1133.7143641109387,7,1246.1078493194884,7
2025-10-17 12:00:00+00:00,817.6906658774884,91,1217.96025698575,91,1331.9695624106794,91
2025-10-17 13:00:00+00:00,836.7721079398195,7,1254.4752276870847,7,1372.8381580044422,7
2025-10-17 14:00:00+00:00,850.046184824866,7,1260.2687425717854,7,1377.1434990585183,7
2025-10-17 15:00:00+00:00,865.0762959067822,8,1267.1624973819032,8,1382.4000526941638,8
2025-10-17 16:00:00+00:00,854.5154575475398,2,1243.9195224754853,2,1356.0187057454227,2
2025-10-17 17:00:00+00:00,810.9881478929531,2,1184.549845095635,2,1292.2504552587427,2
2025-10-17 18:00:00+00:00,798.6043628280502,2,1166.7402888775102,2,1272.9780005212342,2
2025-10-17 19:00:00+00:00,809.0984340573011,2,1177.0974713596033,2,1283.4675535448957,2
2025-10-17 20:00:00+00:00,755.217957596124,2,1110.0740865418093,2,1212.5325117885156,2
2025-10-17 21:00:00+00:00,754.4867210050402,4,1107.995002757554,4,1210.129018649144,4
2025-10-17 22:00:00+00:00,757.4428976321899,2,1110.3929242718705,2,1212.4440297036988,2
2025-10-17 23:00:00+00:00,759.3703007264645,2,1111.5487795435106,2,1213.4507149067551,2
2025-10-18 00:00:00+00:00,776.7654779769767,8,1132.6632998394136,8,1235.7027143469702,8
2025-10-18 01:00:00+00:00,716.1566646134238,8,1058.3376931556697,8,1157.238522202457,8
2025-10-18 02:00:00+00:00,595.7793806746407,2,916.8186104433065,2,1008.8723749404957,2
2025-10-18 03:00:00+00:00,616.9612709142641,4,940.2629650613278,4,1033.2003717877346,4
2025-10-18 04:00:00+00:00,630.0824476452664,1,956.5479171419468,1,1050.4264296765566,1
2025-10-18 05:00:00+00:00,484.153033814628,1,800.4432346128098,1,891.9553309119258,1
2025-10-18 06:00:00+00:00,575.4228526694907,4,910.2690829173779,4,1004.9818862094224,4
2025-10-18 07:00:00+00:00,597.4781913202428,2,950.0545811815991,2,1049.102665227676,2
2025-10-18 08:00:00+00:00,708.6532591693245,53,1075.933960513752,53,1180.4433930901316,53
2025-10-18 09:00:00+00:00,671.2207311023775,85,1035.679159804687,85,1138.8474495872445,85
2025-10-18 10:00:00+00:00,667.2826395893713,85,1037.5224267490505,85,1141.9037609731638,85
2025-10-18 11:00:00+00:00,667.5009410003994,59,1040.5015004300265,59,1145.5015397035359,59
2025-10-18 12:00:00+00:00,726.1718122366648,83,1111.112748766668,83,1219.944008541976,83
2025-10-18 13:00:00+00:00,740.408920051553,91,1125.8818513428785,91,1235.1037443972796,91
2025-10-18 14:00:00+00:00,767.8364214538079,33,1152.8083158841396,33,1262.4189928200951,33
2025-10-18 15:00:00+00:00,748.9236123047972,12,1130.7806972070944,12,1239.3384221684926,12
2025-10-18 16:00:00+00:00,749.9734568874346,12,1123.889995947127,12,1230.6530080190523,12
2025-10-18 17:00:00+00:00,733.6547386081195,14,1096.1376379800763,14,1199.9976080648357,14
2025-10-18 18:00:00+00:00,722.8688606345705,7,1076.8897815201447,7,1178.6253660373652,7
2025-10-18 19:00:00+00:00,687.1642832060977,8,1030.4647094134698,8,1129.1430542839314,8
2025-10-18 20:00:00+00:00,718.4383673957846,8,1066.8042231597642,8,1167.1667220297368,8
2025-10-18 21:00:00+00:00,708.7374719311472,2,1053.9917544158584,2,1153.4790575343245,2
2025-10-18 22:00:00+00:00,671.9271549851813,2,1008.9675125789353,2,1105.960417658291,2
2025-10-18 23:00:00+00:00,611.9306032136625,8,937.5191227031253,8,1030.8800117795397,8
2025-10-19 00:00:00+00:00,524.2851913184545,8,836.9047195089572,8,925.7441076145344,8
2025-10-19 01:00:00+00:00,370.11971079811786,4,679.612662531223,4,765.6546566077933,4
2025-10-19 02:00:00+00:00,402.25463905866036,6,709.2502662061055,6,795.7555339003529,6
2025-10-19 03:00:00+00:00,482.92414112685896,5,794.4213542652203,5,884.0445858902777,5
2025-10-19 04:00:00+00:00,458.78336638449315,9,771.1717625094839,9,860.5066645318652,9
2025-10-19 05:00:00+00:00,546.4148223800084,0,874.8499220902559,0,969.7434251780583,0
2025-10-19 06:00:00+00:00,505.82975256096813,0,837.0811873421433,0,931.6134713115939,0
2025-10-19 07:00:00+00:00,508.123068510862,1,843.5695738174762,1,936.9419715560979,1
2025-10-19 08:00:00+00:00,686.4295163794613,49,1048.929305642892,49,1151.9470826321476,49
2025-10-19 09:00:00+00:00,706.8989067137388,4,1107.4251726215225,89,1214.166856965254,89
2025-10-19 10:00:00+00:00,703.3382395825607,2,1116.6262967244,2,1231.305553103258,2
2025-10-19 11:00:00+00:00,786.0910970321271,53,1182.7887040022517,53,1295.4118789369843,53
2025-10-19 12:00:00+00:00,790.0370722078534,8,1217.6536756919165,85,1332.6632316731557,85
2025-10-19 13:00:00+00:00,797.5811218848107,8,1202.7503272657802,92,1315.8343769943415,92
2025-10-19 14:00:00+00:00,811.6537543844138,8,1221.0449805951066,8,1337.0411993921714,8
2025-10-19 15:00:00+00:00,814.9683807631462,8,1210.1280538460787,8,1322.9107567888002,8
2025-10-19 16:00:00+00:00,809.617621138832,8,1193.554215662876,8,1303.6477670676134,8
2025-10-19 17:00:00+00:00,801.1185522473938,7,1174.9876864107391,7,1282.6019219123248,7
2025-10-19 18:00:00+00:00,800.2328026680149,7,1168.7403987396326,7,1275.0905895299034,7
2025-10-19 19:00:00+00:00,806.4300624447533,14,1172.5649553532512,14,1278.4571143251271,14
2025-10-19 20:00:00+00:00,816.629969385893,14,1183.8312252532683,14,1290.1302280262662,14
2025-10-19 21:00:00+00:00,804.3827576999778,14,1167.573162951856,14,1272.7437531820208,14
2025-10-19 22:00:00+00:00,804.4637107517292,12,1166.4444329500416,12,1271.3324845947668,12
2025-10-19 23:00:00+00:00,814.7630746294742,12,1179.0531166317467,12,1284.639740886264,12
2025-10-20 00:00:00+00:00,796.8793880221782,70,1158.395464095298,70,1263.0586655075126,70
2025-10-20 01:00:00+00:00,700.5823004143213,3,1037.5202609246383,3,1134.9628334365082,3
2025-10-20 02:00:00+00:00,465.7503961188914,10,777.5881430008812,10,866.8566119326952,10
2025-10-20 03:00:00+00:00,441.0705311877445,6,752.1139238798906,6,840.5638548207082,6
2025-10-20 04:00:00+00:00,443.5929846496624,6,760.1927220298095,6,849.9010437711717,6
2025-10-20 05:00:00+00:00,439.883041121818,9,758.8130362418163,9,849.9426187980946,9
2025-10-20 06:00:00+00:00,539.8254332065303,5,872.763410690229,5,966.3155958538899,5
2025-10-20 07:00:00+00:00,463.6318036996025,5,798.7437895712283,5,890.9476531523131,5
2025-10-20 08:00:00+00:00,484.965443375819,25,822.2114985263402,25,915.4011894180305,25
2025-10-20 09:00:00+00:00,507.10807218288295,22,851.6076835479606,22,946.8652678275528,22
2025-10-20 10:00:00+00:00,531.3710268270706,20,881.6601637862084,20,978.7291912465146,20
2025-10-20 11:00:00+00:00,572.5820345704726,29,929.5362257975911,29,1028.9903422932202,29
2025-10-20 12:00:00+00:00,640.2408204949596,33,1008.8183197538525,33,1112.2784223715496,33
2025-10-20 13:00:00+00:00,707.7309254601739,33,1085.5663510426175,33,1192.4418819580292,33
2025-10-20 14:00:00+00:00,775.918215924825,33,1161.433983779156,33,1271.3131666315105,33
2025-10-20 15:00:00+00:00,808.2949714531696,33,1193.2905097542555,33,1303.6075697851882,33
2025-10-20 16:00:00+00:00,830.1116358639331,29,1214.9049831738546,29,1325.5343412975997,29
2025-10-20 17:00:00+00:00,826.8401096997757,36,1206.7838526494281,36,1316.2278442762758,36
2025-10-20 18:00:00+00:00,838.0763457560264,12,1214.0887111001873,12,1322.7867589044058,12
2025-10-20 19:00:00+00:00,818.9141971669088,12,1187.8971666459668,12,1294.6494572408067,12
2025-10-20 20:00:00+00:00,797.4570305718199,12,1160.3303483683644,12,1265.3201935759755,12
2025-10-20 21:00:00+00:00,753.108913502307,12,1105.1428790406912,12,1206.9127807412265,12
2025-10-20 22:00:00+00:00,659.9351548434711,12,992.6098685847547,12,1088.40638656103,12
2025-10-20 23:00:00+00:00,519.7121042697813,14,830.8865496438547,14,919.3210901183339,14
2025-10-21 00:00:00+00:00,454.6952827374372,8,767.5017866725268,8,856.6937056148602,8
2025-10-21 01:00:00+00:00,311.399382405832,4,663.2171411501456,4,760.9153964870648,4
2025-10-21 02:00:00+00:00,310.7116652964041,9,665.2455611421651,5,762.6850130681308,5
2025-10-21 03:00:00+00:00,370.6927202925646,5,677.7034024760261,5,763.2551634498504,5
2025-10-21 04:00:00+00:00,498.6189621386634,6,816.2396027158424,6,907.5934723799141,6
2025-10-21 05:00:00+00:00,536.369019950633,0,866.4569522118246,0,961.4845470152478,0
2025-10-21 06:00:00+00:00,535.5977528051873,1,864.7191586000196,1,957.3580196934706,1
2025-10-21 07:00:00+00:00,632.8328862989061,49,984.5752439478651,49,1084.1597032881407,49
2025-10-21 08:00:00+00:00,720.587938917574,50,1094.5100664638808,50,1200.7442832110178,50
2025-10-21 09:00:00+00:00,751.3721191577197,50,1135.2118916685884,50,1244.2659946684312,50
2025-10-21 10:00:00+00:00,746.7909073066505,4,1153.4112699049451,4,1267.5286457803354,4
2025-10-21 11:00:00+00:00,805.8328201283213,2,1219.8799281629877,47,1334.0064428970613,47
2025-10-21 12:00:00+00:00,797.8993652976206,2,1219.768411279008,2,1338.344038326188,2
2025-10-21 13:00:00+00:00,827.6033684529317,2,1246.0503010089953,2,1364.4148708148236,2
2025-10-21 14:00:00+00:00,860.3450151174819,2,1271.7565512523024,2,1389.0851624261716,2
2025-10-21 15:00:00+00:00,866.3528958220878,2,1267.29899767208,2,1382.2911448901334,2
2025-10-21 16:00:00+00:00,852.5825139336948,2,1242.89980372473,2,1355.1821685092623,2
2025-10-21 17:00:00+00:00,804.6883635555752,2,1179.391170804514,2,1287.2571469645081,2
2025-10-21 18:00:00+00:00,776.1426063513683,2,1141.726318044595,2,1247.0105286338535,2
2025-10-21 19:00:00+00:00,754.240194241682,2,1113.737669637576,2,1217.2553133947638,2
2025-10-21 20:00:00+00:00,775.4123096287832,2,1138.327159639644,2,1242.9797897384597,2
2025-10-21 21:00:00+00:00,764.7610684221715,2,1125.325035430208,2,1229.260573043403,2
2025-10-21 22:00:00+00:00,740.2804348516994,2,1094.3587168361369,2,1196.3960072369134,2
2025-10-21 23:00:00+00:00,756.4500991696106,2,1112.7716176297693,2,1215.5896234281354,2
